"Check ID","Title","Severity","Repository","SCM Link","File Path","Lines","First Seen","Repository Status","Package","Installed Version","Fixed Version","Vendor Fix","Reachability","Direct","Package Roots","EPSS Score","CISA Published Date"
"CVE-2023-48795","ssh: Prefix truncation attack on Binary Packet Protocol (BPP)","MEDIUM","billy-e2e","","artifacts/go/go.mod","N/A","2025-02-09T08:32:38.945Z","Active","golang.org/x/crypto","v0.0.0-20200429183012-4b2356b1ed79","0.17.0","Yes","No","Yes","-","N/A","N/A"
"CVE-2021-33194","golang: x/net/html: infinite loop in ParseFragment","HIGH","billy-e2e","","artifacts/go/go.mod","N/A","2025-02-09T08:32:38.945Z","Active","golang.org/x/net","v0.0.0-20200501053045-e0ff5e5a1de5","0.0.0-20210520170846-37e1c6afe023","Yes","No","No","github.com/xesina/golang-echo-realworld-example-app","N/A","N/A"
"CVE-2022-27664","golang: net/http: handle server errors after sending GOAWAY","HIGH","billy-e2e","","artifacts/go/go.mod","N/A","2025-02-09T08:32:38.945Z","Active","golang.org/x/net","v0.0.0-20200501053045-e0ff5e5a1de5","0.0.0-20220906165146-f3363e06e74c","Yes","No","No","github.com/xesina/golang-echo-realworld-example-app","N/A","N/A"
"CVE-2022-41723","golang.org/x/net/http2: avoid quadratic complexity in HPACK decoding","HIGH","billy-e2e","","artifacts/go/go.mod","N/A","2025-02-09T08:32:38.945Z","Active","golang.org/x/net","v0.0.0-20200501053045-e0ff5e5a1de5","0.7.0","Yes","No","No","github.com/xesina/golang-echo-realworld-example-app","N/A","N/A"
"CVE-2023-39325","golang: net/http, x/net/http2: rapid stream resets can cause excessive work (CVE-2023-44487)","HIGH","billy-e2e","","artifacts/go/go.mod","N/A","2025-02-09T08:32:38.945Z","Active","golang.org/x/net","v0.0.0-20200501053045-e0ff5e5a1de5","0.17.0","Yes","No","No","github.com/xesina/golang-echo-realworld-example-app","N/A","N/A"
"CVE-2024-45338","golang.org/x/net/html: Non-linear parsing of case-insensitive content in golang.org/x/net/html","HIGH","billy-e2e","","artifacts/go/go.mod","N/A","2025-02-09T08:32:38.945Z","Active","golang.org/x/net","v0.0.0-20200501053045-e0ff5e5a1de5","0.33.0","Yes","No","No","github.com/xesina/golang-echo-realworld-example-app","N/A","N/A"
"CVE-2021-31525","golang: net/http: panic in ReadRequest and ReadResponse when reading a very large header","MEDIUM","billy-e2e","","artifacts/go/go.mod","N/A","2025-02-09T08:32:38.945Z","Active","golang.org/x/net","v0.0.0-20200501053045-e0ff5e5a1de5","0.0.0-20210428140749-89ef3d95e781","Yes","No","No","github.com/xesina/golang-echo-realworld-example-app","N/A","N/A"
"CVE-2022-41717","golang: net/http: excessive memory growth in a Go server accepting HTTP/2 requests","MEDIUM","billy-e2e","","artifacts/go/go.mod","N/A","2025-02-09T08:32:38.945Z","Active","golang.org/x/net","v0.0.0-20200501053045-e0ff5e5a1de5","0.4.0","Yes","No","No","github.com/xesina/golang-echo-realworld-example-app","N/A","N/A"
"CVE-2024-34001","Moodle CSRF risk in admin preset tool management of presets","HIGH","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","4.3.4, 4.2.7, 4.1.10","Yes","No","Yes","-","N/A","N/A"
"CVE-2023-3978","golang.org/x/net/html: Cross site scripting","MEDIUM","billy-e2e","","artifacts/go/go.mod","N/A","2025-02-09T08:32:38.945Z","Active","golang.org/x/net","v0.0.0-20200501053045-e0ff5e5a1de5","0.13.0","Yes","No","No","github.com/xesina/golang-echo-realworld-example-app","N/A","N/A"
"CVE-2023-44487","HTTP/2: Multiple HTTP/2 enabled web servers are vulnerable to a DDoS attack (Rapid Reset Attack)","MEDIUM","billy-e2e","","artifacts/go/go.mod","N/A","2025-02-09T08:32:38.945Z","Active","golang.org/x/net","v0.0.0-20200501053045-e0ff5e5a1de5","0.17.0","Yes","No","No","github.com/xesina/golang-echo-realworld-example-app","N/A","N/A"
"CVE-2023-45288","golang: net/http, x/net/http2: unlimited number of CONTINUATION frames causes DoS","MEDIUM","billy-e2e","","artifacts/go/go.mod","N/A","2025-02-09T08:32:38.945Z","Active","golang.org/x/net","v0.0.0-20200501053045-e0ff5e5a1de5","0.23.0","Yes","No","No","github.com/xesina/golang-echo-realworld-example-app","N/A","N/A"
"CVE-2022-29526","golang: syscall: faccessat checks wrong group","MEDIUM","billy-e2e","","artifacts/go/go.mod","N/A","2025-02-09T08:32:38.945Z","Active","golang.org/x/sys","v0.0.0-20210630005230-0f9fa26af87c","0.0.0-20220412211240-33da011f77ad","Yes","No","No","github.com/xesina/golang-echo-realworld-example-app","N/A","N/A"
"CVE-2021-36399","Moodle Cross-site Scripting vulnerability","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","3.11.1, 3.10.5, 3.9.8","Yes","No","Yes","-","N/A","N/A"
"CVE-2021-38561","golang: out-of-bounds read in golang.org/x/text/language leads to DoS","HIGH","billy-e2e","","artifacts/go/go.mod","N/A","2025-02-09T08:32:38.945Z","Active","golang.org/x/text","v0.3.2","0.3.7","Yes","No","No","github.com/xesina/golang-echo-realworld-example-app","N/A","N/A"
"CVE-2022-32149","golang: golang.org/x/text/language: ParseAcceptLanguage takes a long time to parse complex tags","HIGH","billy-e2e","","artifacts/go/go.mod","N/A","2025-02-09T08:32:38.945Z","Active","golang.org/x/text","v0.3.2","0.3.8","Yes","No","No","github.com/xesina/golang-echo-realworld-example-app","N/A","N/A"
"CVE-2020-14040","golang.org/x/text: possibility to trigger an infinite loop in encoding/unicode could lead to crash","MEDIUM","billy-e2e","","artifacts/go/go.mod","N/A","2025-02-09T08:32:38.945Z","Active","golang.org/x/text","v0.3.2","0.3.3","Yes","No","No","github.com/xesina/golang-echo-realworld-example-app","N/A","N/A"
"CVE-2022-4065","testng: a path traversal in zip files","HIGH","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/gradle/lock/build.gradle#L1-L1","artifacts/gradle/lock/build.gradle","N/A","2025-02-09T08:32:38.945Z","Active","org.testng:testng","7.5","7.5.1, 7.7.0","Yes","No","No","-","N/A","N/A"
"CVE-2024-45590","body-parser: Denial of Service Vulnerability in body-parser","HIGH","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/node/lock/package.json#L22-L22","artifacts/node/lock/package.json","22","2025-02-09T08:32:38.945Z","Active","body-parser","1.18.2","1.20.3","Yes","No","Yes","-","N/A","N/A"
"CVE-2024-45590","body-parser: Denial of Service Vulnerability in body-parser","HIGH","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/node/lock/package.json#L21-L21","artifacts/node/lock/package.json","21","2025-02-09T08:32:38.945Z","Active","body-parser","1.20.0","1.20.3","Yes","No","No","express@4.18.1","N/A","N/A"
"CVE-2020-7610","bson: Deserialization of Untrusted Data could result in Code injection or Excessive CPU load","CRITICAL","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/node/lock/package.json#L25-L25","artifacts/node/lock/package.json","25","2025-02-09T08:32:38.945Z","Active","bson","1.0.9","1.1.4","Yes","No","No","multer-gridfs-storage@1.1.0","N/A","N/A"
"CVE-2019-2391","Incorrect parsing of certain JSON input may result in js-bson not corr ...","MEDIUM","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/node/lock/package.json#L25-L25","artifacts/node/lock/package.json","25","2025-02-09T08:32:38.945Z","Active","bson","1.0.9","1.1.4","Yes","No","No","multer-gridfs-storage@1.1.0","N/A","N/A"
"CVE-2024-47764","cookie: cookie accepts cookie name, path, and domain with out of bounds characters","LOW","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/node/lock/package.json#L21-L21","artifacts/node/lock/package.json","21","2025-02-09T08:32:38.945Z","Active","cookie","0.5.0","0.7.0","Yes","No","No","express@4.18.1","N/A","N/A"
"CVE-2022-24434","dicer: nodejs service crash by sending a crafted payload","HIGH","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/node/lock/package.json#L24-L24","artifacts/node/lock/package.json","24","2025-02-09T08:32:38.945Z","Active","dicer","0.2.5","-","No","No","No","multer@1.4.1","N/A","N/A"
"CVE-2024-29041","express: cause malformed URLs to be evaluated","MEDIUM","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/node/lock/package.json#L21-L21","artifacts/node/lock/package.json","21","2025-02-09T08:32:38.945Z","Active","express","4.18.1","4.19.2, 5.0.0-beta.3","Yes","No","Yes","-","N/A","N/A"
"CVE-2024-43796","express: Improper Input Handling in Express Redirects","LOW","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/node/lock/package.json#L21-L21","artifacts/node/lock/package.json","21","2025-02-09T08:32:38.945Z","Active","express","4.18.1","4.20.0, 5.0.0","Yes","No","Yes","-","N/A","N/A"
"GHSA-mh5c-679w-hh4r","Denial of Service in mongodb","HIGH","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/node/lock/package.json#L25-L25","artifacts/node/lock/package.json","25","2025-02-09T08:32:38.945Z","Active","mongodb","2.2.36","3.1.13","Yes","No","No","multer-gridfs-storage@1.1.0","N/A","N/A"
"CVE-2024-45296","path-to-regexp: Backtracking regular expressions cause ReDoS","HIGH","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/node/lock/package.json#L21-L21","artifacts/node/lock/package.json","21","2025-02-09T08:32:38.945Z","Active","path-to-regexp","0.1.7","1.9.0, 0.1.10, 8.0.0, 3.3.0, 6.3.0","Yes","No","No","express@4.18.1","N/A","N/A"
"CVE-2024-52798","path-to-regexp: path-to-regexp Unpatched `path-to-regexp` ReDoS in 0.1.x","HIGH","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/node/lock/package.json#L21-L21","artifacts/node/lock/package.json","21","2025-02-09T08:32:38.945Z","Active","path-to-regexp","0.1.7","0.1.12","Yes","No","No","express@4.18.1","N/A","N/A"
"CVE-2022-24999","express: ""qs"" prototype poisoning causes the hang of the node process","HIGH","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/node/lock/package.json#L22-L22","artifacts/node/lock/package.json","22","2025-02-09T08:32:38.945Z","Active","qs","6.5.1","6.10.3, 6.9.7, 6.8.3, 6.7.3, 6.6.1, 6.5.3, 6.4.1, 6.3.3, 6.2.4","Yes","No","No","body-parser@1.18.2","N/A","N/A"
"GHSA-cgx6-hpwq-fhv5","Integer Overflow or Wraparound in libxml2 affects Nokogiri","HIGH","billy-e2e","","artifacts/ruby/gemspec/Gemfile.lock","N/A","2025-02-09T08:32:38.945Z","Active","nokogiri","1.10.4",">=1.13.5","Yes","No","No","acl9@3.1.0","N/A","N/A"
"CVE-2021-29469","Node-redis is a Node.js Redis client. Before version 3.1.1, when a cli ...","HIGH","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/node/lock/package.json#L20-L20","artifacts/node/lock/package.json","20","2025-02-09T08:32:38.945Z","Active","redis","3.0.2","3.1.1","Yes","No","Yes","-","N/A","N/A"
"CVE-2022-25883","nodejs-semver: Regular expression denial of service","HIGH","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/node/lock/package.json#L25-L25","artifacts/node/lock/package.json","25","2025-02-09T08:32:38.945Z","Active","semver","5.7.1","7.5.2, 6.3.1, 5.7.2","Yes","No","No","multer-gridfs-storage@1.1.0","N/A","N/A"
"CVE-2024-43799","send: Code Execution Vulnerability in Send Library","LOW","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/node/lock/package.json#L21-L21","artifacts/node/lock/package.json","21","2025-02-09T08:32:38.945Z","Active","send","0.18.0","0.19.0","Yes","No","No","express@4.18.1","N/A","N/A"
"CVE-2024-43800","serve-static: Improper Sanitization in serve-static","LOW","billy-e2e","https://github.aquaseclabs.com/argon-monitor/billy-e2e/blob/0d236d9b93e321189fcf1963dd2a303582021de7/artifacts/node/lock/package.json#L21-L21","artifacts/node/lock/package.json","21","2025-02-09T08:32:38.945Z","Active","serve-static","1.15.0","1.16.0, 2.1.0","Yes","No","No","express@4.18.1","N/A","N/A"
"GHSA-fq42-c5rg-92c2","Vulnerable dependencies in Nokogiri","HIGH","billy-e2e","","artifacts/ruby/gemspec/Gemfile.lock","N/A","2025-02-09T08:32:38.945Z","Active","nokogiri","1.10.4","1.13.2","Yes","No","No","acl9@3.1.0","N/A","N/A"
"CVE-2022-40314","Moodle remote code execution","CRITICAL","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","3.9.17, 3.11.10, 4.0.4","Yes","No","Yes","-","N/A","N/A"
"CVE-2023-28333","Moodle's Mustache pix helper contained a potential Mustache injection risk if combined with user input","CRITICAL","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","4.1.2, 4.0.7, 3.11.13, 3.9.20","Yes","No","Yes","-","N/A","N/A"
"CVE-2014-3541","Moodle vulnerable to PHP object injection attacks","HIGH","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.4.11, 2.5.7, 2.6.4, 2.7.1","Yes","No","Yes","-","N/A","N/A"
"CVE-2014-7845","Moodle Temporary Passwords are Brute Force-able","HIGH","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.7.3, 2.6.6, 2.5.9","Yes","No","Yes","-","N/A","N/A"
"CVE-2015-5267","Moodle uses predictable password-recovery tokens","HIGH","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.7.10, 2.8.8, 2.9.2","Yes","No","Yes","-","N/A","N/A"
"CVE-2015-5338","Moodle multiple cross-site request forgery (CSRF) vulnerabilities","HIGH","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.7.11, 2.8.9, 2.9.3","Yes","No","Yes","-","N/A","N/A"
"CVE-2016-2157","Moodle cross-site request forgery (CSRF) vulnerability","HIGH","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.7.13, 2.8.11, 2.9.5, 3.0.3","Yes","No","Yes","-","N/A","N/A"
"CVE-2016-3734","Moodle Cross-site request forgery (CSRF) vulnerability","HIGH","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.7.14, 2.8.12, 2.9.6, 3.0.4","Yes","No","Yes","-","N/A","N/A"
"CVE-2016-9187","Moodle Unrestricted file upload vulnerability","HIGH","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","-","No","No","Yes","-","N/A","N/A"
"CVE-2018-14630","Moodle XML import of ddwtos could lead to intentional remote code execution","HIGH","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","3.5.2, 3.4.5, 3.3.8, 3.1.14","Yes","No","Yes","-","N/A","N/A"
"CVE-2019-3849","Moodle Users could elevate their role when accessing the LTI tool on a provider site","HIGH","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","3.4.8, 3.5.5, 3.6.3","Yes","No","Yes","-","N/A","N/A"
"CVE-2021-36394","Moodle Session Fixation vulnerability","HIGH","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","3.11.1, 3.10.5, 3.9.8","Yes","No","Yes","-","N/A","N/A"
"CVE-2021-36395","Moodle vulnerable to Uncontrolled Resource Consumption","HIGH","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","3.11.1, 3.10.5, 3.9.8","Yes","No","Yes","-","N/A","N/A"
"CVE-2022-0983","SQL Injection in Moodle","HIGH","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","3.11.6, 3.10.10, 3.9.13","Yes","No","Yes","-","N/A","N/A"
"CVE-2023-23923","Moodle Improper Access Control vulnerability","HIGH","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","3.9.19, 3.11.12, 4.0.6, 4.1.1","Yes","No","Yes","-","N/A","N/A"
"CVE-2023-28329","Moodle SQL Injection vulnerability","HIGH","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","4.1.2, 4.0.7, 3.11.13, 3.9.20","Yes","No","Yes","-","N/A","N/A"
"CVE-2023-30944","Moodle SQL Injection vulnerability","HIGH","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","4.2.0-rc2","Yes","No","Yes","-","N/A","N/A"
"CVE-2023-35133","Moodle vulnerable to Server Side Request Forgery","HIGH","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","4.2.1, 4.1.4, 4.0.9, 3.11.15, 3.9.22","Yes","No","Yes","-","N/A","N/A"
"CVE-2023-5540","Moodle Code Injection vulnerability","HIGH","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","4.3.0-rc2","Yes","No","Yes","-","N/A","N/A"
"CVE-2024-25978","Uncontrolled Resource Consumption in moodle","HIGH","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","4.3.3, 4.2.6, 4.1.9","Yes","No","Yes","-","N/A","N/A"
"CVE-2024-25982","Cross-Site Request Forgery in moodle","HIGH","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","4.3.3, 4.2.6, 4.1.9","Yes","No","Yes","-","N/A","N/A"
"CVE-2024-34002","Moodle Authenticated LFI risk in some misconfigured shared hosting environments","HIGH","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","4.3.4, 4.2.7, 4.1.10","Yes","No","Yes","-","N/A","N/A"
"CVE-2024-34005","Moodle Authenticated LFI risk in some misconfigured shared hosting environments","HIGH","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","4.3.4, 4.2.7, 4.1.10","Yes","No","Yes","-","N/A","N/A"
"CVE-2024-34008","Moodle CSRF risk in analytics management of models","HIGH","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","4.3.4, 4.2.7, 4.1.10","Yes","No","Yes","-","N/A","N/A"
"CVE-2024-43425","Moodle Remote Code Execution vulnerability","HIGH","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","4.1.12, 4.2.9, 4.3.6, 4.4.2","Yes","No","Yes","-","N/A","N/A"
"GHSA-2qc6-mcvw-92cw","Update bundled libxml2 to v2.10.3 to resolve multiple CVEs","MEDIUM","billy-e2e","","artifacts/ruby/gemspec/Gemfile.lock","N/A","2025-02-09T08:32:38.945Z","Active","nokogiri","1.10.4",">=1.13.9","Yes","No","No","acl9@3.1.0","N/A","N/A"
"CVE-2024-43434","Moodle has CSRF risk in Feedback non-respondents report","HIGH","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","4.1.12, 4.2.9, 4.3.6, 4.4.2","Yes","No","Yes","-","N/A","N/A"
"CVE-2014-0213","Moodle multiple cross-site request forgery (CSRF) vulnerabilities","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.4.10, 2.5.6, 2.6.3","Yes","No","Yes","-","N/A","N/A"
"CVE-2014-0214","Moodle creates a MoodleMobile web-service token with an infinite lifetime","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.4.10, 2.5.6, 2.6.3","Yes","No","Yes","-","N/A","N/A"
"CVE-2014-0215","Moodle Reveals Student Information Meant To Be Anonymous","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.7.0, 2.5.6, 2.4.10","Yes","No","Yes","-","N/A","N/A"
"CVE-2014-0216","Moodle does not properly restrict file access","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.4.10, 2.5.6, 2.6.3","Yes","No","Yes","-","N/A","N/A"
"CVE-2014-0217","Moodle does not check for the moodle/course:viewhiddencourses capability","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.6.3","Yes","No","Yes","-","N/A","N/A"
"CVE-2014-0218","Moodle cross-site scripting (XSS) vulnerability","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.4.10, 2.5.6, 2.6.3","Yes","No","Yes","-","N/A","N/A"
"CVE-2014-3542","Moodle allows remote attackers to read arbitrary files","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.4.11, 2.5.7, 2.6.4, 2.7.1","Yes","No","Yes","-","N/A","N/A"
"CVE-2014-3543","Moodle Arbitrary File Read via XML External Entity vulnerability","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.7.1, 2.6.4, 2.5.7, 2.4.11","Yes","No","Yes","-","N/A","N/A"
"CVE-2014-3545","Moodle remote code execution via quiz questions","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.7.1, 2.6.4, 2.5.7, 2.4.11","Yes","No","Yes","-","N/A","N/A"
"CVE-2014-3546","Moodle allows attackers to obtain username and course information","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.4.11, 2.5.7, 2.6.4, 2.7.1","Yes","No","Yes","-","N/A","N/A"
"CVE-2014-3547","Moodle multiple cross-site scripting (XSS) vulnerabilities","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.5.7, 2.6.4, 2.7.1","Yes","No","Yes","-","N/A","N/A"
"CVE-2014-3548","Moodle multiple cross-site scripting (XSS) vulnerabilities","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.4.11, 2.5.7, 2.6.4, 2.7.1","Yes","No","Yes","-","N/A","N/A"
"CVE-2014-3553","Moodle does not enforce the moodle/site:accessallgroups capability requirement","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.5.7, 2.6.4, 2.7.1","Yes","No","Yes","-","N/A","N/A"
"CVE-2014-3617","Moodle allows discovery of an author's username","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.5.8, 2.6.5, 2.7.2","Yes","No","Yes","-","N/A","N/A"
"CVE-2014-7832","Moodle allows attackers to bypass the mod/lti:view capability requirement","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.5.9, 2.6.6, 2.7.3","Yes","No","Yes","-","N/A","N/A"
"CVE-2014-7833","Moodle allows attackers to obtain sensitive information","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.5.9, 2.6.6, 2.7.3","Yes","No","Yes","-","N/A","N/A"
"CVE-2014-7834","Moodle does not verify group permissions","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.6.6, 2.7.3","Yes","No","Yes","-","N/A","N/A"
"CVE-2014-7836","Moodle multiple cross-site request forgery (CSRF) vulnerabilities","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.5.9, 2.6.6, 2.7.3","Yes","No","Yes","-","N/A","N/A"
"CVE-2014-7837","Moodle allows attackers to remove wiki pages","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.5.9, 2.6.6, 2.7.3","Yes","No","Yes","-","N/A","N/A"
"CVE-2014-7838","Moodle has multiple cross-site request forgery (CSRF) vulnerabilities in the Forum module","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.5.9, 2.6.6, 2.7.3","Yes","No","Yes","-","N/A","N/A"
"CVE-2014-7846","Moodle does not consider the moodle/tag:edit capability before adding a tag","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.5.9, 2.6.6, 2.7.3","Yes","No","Yes","-","N/A","N/A"
"CVE-2014-7847","Moodle allows attackers to cause a denial of service","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.5.9, 2.6.6, 2.7.3","Yes","No","Yes","-","N/A","N/A"
"CVE-2014-7848","Moodle allows attacks to obtain sensitive information","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.6.6, 2.7.3","Yes","No","Yes","-","N/A","N/A"
"CVE-2014-9059","Moodle does not provide charset information in HTTP headers","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.5.9, 2.6.6, 2.7.3","Yes","No","Yes","-","N/A","N/A"
